Nome_da_Imagem,PID,Nome_da_Sessao,Sessao#,Uso_de_memoria
=========================,========,================,===========,============
System,Idle,Process,0,Services,0,8,K
chrome.exe,22092,Console,3,120.752,K
svchost.exe,17540,Services,0,6.988,K
backgroundTaskHost.exe,32400,Console,3,2.140,K
LockApp.exe,3796,Console,3,26.340,K
RuntimeBroker.exe,10760,Console,3,19.236,K
backgroundTaskHost.exe,14752,Console,3,1.060,K
chrome.exe,27448,Console,3,32.552,K
chrome.exe,11340,Console,3,182.436,K
chrome.exe,24048,Console,3,15.180,K
chrome.exe,32432,Console,3,76.560,K
backgroundTaskHost.exe,3224,Console,3,2.136,K
backgroundTaskHost.exe,10400,Console,3,2.140,K
backgroundTaskHost.exe,11708,Console,3,2.140,K
chrome.exe,21908,Console,3,94.036,K
backgroundTaskHost.exe,32024,Console,3,2.140,K
chrome.exe,9496,Console,3,112.668,K
chrome.exe,23484,Console,3,203.560,K
backgroundTaskHost.exe,15948,Console,3,1.060,K
chrome.exe,23800,Console,3,68.008,K
chrome.exe,5544,Console,3,118.984,K
backgroundTaskHost.exe,25480,Console,3,2.312,K
msedge.exe,20300,Console,3,115.744,K
msedge.exe,18224,Console,3,8.404,K
msedge.exe,31104,Console,3,30.780,K
msedge.exe,27416,Console,3,34.504,K
msedge.exe,5104,Console,3,16.916,K
chrome.exe,15796,Console,3,489.660,K
chrome.exe,25740,Console,3,106.344,K
chrome.exe,3808,Console,3,17.448,K
chrome.exe,14628,Console,3,136.948,K
chrome.exe,22664,Console,3,44.144,K
chrome.exe,7588,Console,3,112.240,K
chrome.exe,19788,Console,3,27.568,K
svchost.exe,7028,Services,0,8.160,K
smartscreen.exe,18420,Console,3,11.424,K
pet.exe,24844,Console,3,7.284,K
conhost.exe,10780,Console,3,10.772,K
Code.exe,27656,Console,3,118.248,K
conhost.exe,15816,Console,3,7.040,K
powershell.exe,9808,Console,3,67.068,K
Code.exe,18644,Console,3,221.348,K
conhost.exe,8336,Console,3,7.184,K
powershell.exe,31724,Console,3,66.668,K
python.exe,26744,Console,3,12.012,K
tasklist.exe,12340,Console,3,11.044,K
WmiPrvSE.exe,24548,Services,0,10.812,K
